brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
395,Bluegrass Brewing Co. - East St. Matthew's,1305688184,4,4,3.5,secondtooth,Oatmeal Stout,4,4,Heine Brothers Coffee Stout,5.9,35378
395,Bluegrass Brewing Co. - East St. Matthew's,1282452584,5,4.5,5,RickS95,Oatmeal Stout,4.5,4.5,Heine Brothers Coffee Stout,5.9,35378
365,Pike Pub & Brewery,1111883496,3,4,4,zacharius,American Stout,4,4,Pike Street XXXXX Stout,7,966
395,Bluegrass Brewing Co. - East St. Matthew's,1297827956,2.5,3.5,3.5,Lolli1315,Oatmeal Stout,2.5,2.5,Heine Brothers Coffee Stout,5.9,35378
395,Bluegrass Brewing Co. - East St. Matthew's,1297047403,3.5,3,3.5,Khazadum,Oatmeal Stout,3.5,3.5,Heine Brothers Coffee Stout,5.9,35378
395,Bluegrass Brewing Co. - East St. Matthew's,1297013566,4,3,4,projectflam86,Oatmeal Stout,4,4.5,Heine Brothers Coffee Stout,5.9,35378
395,Bluegrass Brewing Co. - East St. Matthew's,1290139543,3.5,4,4.5,MasterSki,Oatmeal Stout,3,3.5,Heine Brothers Coffee Stout,5.9,35378
395,Bluegrass Brewing Co. - East St. Matthew's,1287853715,4,4,3.5,Bierguy5,Oatmeal Stout,3.5,4,Heine Brothers Coffee Stout,5.9,35378
395,Bluegrass Brewing Co. - East St. Matthew's,1285576608,2.5,4,4,bobhits,Oatmeal Stout,1,1.5,Heine Brothers Coffee Stout,5.9,35378
395,Bluegrass Brewing Co. - East St. Matthew's,1220837139,4,4,3.5,zeff80,American IPA,4,4,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1270349335,3,3,3.5,maximum12,Oatmeal Stout,3.5,3,Heine Brothers Coffee Stout,5.9,35378
395,Bluegrass Brewing Co. - East St. Matthew's,1268928164,4,3,4.5,Pabs311,Oatmeal Stout,4,3.5,Heine Brothers Coffee Stout,5.9,35378
395,Bluegrass Brewing Co. - East St. Matthew's,1268628053,4,4,4,glid02,Oatmeal Stout,4,3.5,Heine Brothers Coffee Stout,5.9,35378
395,Bluegrass Brewing Co. - East St. Matthew's,1267917300,4,4,4,Cyberkedi,Oatmeal Stout,3.5,4,Heine Brothers Coffee Stout,5.9,35378
395,Bluegrass Brewing Co. - East St. Matthew's,1266604703,4,4,4.5,lightindarkness,Oatmeal Stout,3.5,4,Heine Brothers Coffee Stout,5.9,35378
395,Bluegrass Brewing Co. - East St. Matthew's,1266458741,4,4,4.5,translucent,Oatmeal Stout,4,3,Heine Brothers Coffee Stout,5.9,35378
395,Bluegrass Brewing Co. - East St. Matthew's,1260580152,4.5,5,4,JoePat,Oatmeal Stout,3,4,Heine Brothers Coffee Stout,5.9,35378
395,Bluegrass Brewing Co. - East St. Matthew's,1317836291,3.5,3.5,3.5,Dave128,Schwarzbier,2,3.5,Sheltowee GloomSucker Black Ale,5.5,45923
395,Bluegrass Brewing Co. - East St. Matthew's,1213479569,3.5,3.5,4,BuckeyeNation,American IPA,3.5,3.5,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1258769933,4,4,4,Mistofminn,Oatmeal Stout,4,4.5,Heine Brothers Coffee Stout,5.9,35378
395,Bluegrass Brewing Co. - East St. Matthew's,1258172482,4,3.5,4,beveritt,Oatmeal Stout,3.5,3.5,Heine Brothers Coffee Stout,5.9,35378
395,Bluegrass Brewing Co. - East St. Matthew's,1250224334,3.5,3.5,3.5,brewdlyhooked13,Oatmeal Stout,3,4,Heine Brothers Coffee Stout,5.9,35378
395,Bluegrass Brewing Co. - East St. Matthew's,1247443487,4,4,4.5,beerman207,Oatmeal Stout,3,4,Heine Brothers Coffee Stout,5.9,35378
395,Bluegrass Brewing Co. - East St. Matthew's,1246287335,4,4,4,BEERchitect,Oatmeal Stout,4,4.5,Heine Brothers Coffee Stout,5.9,35378
395,Bluegrass Brewing Co. - East St. Matthew's,1244095208,5,4,4.5,Buschyfor3,Oatmeal Stout,4,4.5,Heine Brothers Coffee Stout,5.9,35378
395,Bluegrass Brewing Co. - East St. Matthew's,1241730512,4.5,4.5,4,bluejacket74,Oatmeal Stout,4,4.5,Heine Brothers Coffee Stout,5.9,35378
395,Bluegrass Brewing Co. - East St. Matthew's,1241381548,4.5,4.5,4,ltjska04,Oatmeal Stout,4.5,4.5,Heine Brothers Coffee Stout,5.9,35378
395,Bluegrass Brewing Co. - East St. Matthew's,1311703997,4,4,4,Tone,Schwarzbier,4,4.5,Sheltowee GloomSucker Black Ale,5.5,45923
395,Bluegrass Brewing Co. - East St. Matthew's,1238971217,4.5,4,4.5,imn2it,Oatmeal Stout,4,4.5,Heine Brothers Coffee Stout,5.9,35378
395,Bluegrass Brewing Co. - East St. Matthew's,1201054773,5,5,4,TJustice,Oatmeal Stout,4,5,Heine Brothers Coffee Stout,5.9,35378
395,Bluegrass Brewing Co. - East St. Matthew's,1173836010,3.5,4,4,covingtonky,Oatmeal Stout,4,3.5,Heine Brothers Coffee Stout,5.9,35378
395,Bluegrass Brewing Co. - East St. Matthew's,1172069129,4.5,4,4,Brent,Oatmeal Stout,4,4.5,Heine Brothers Coffee Stout,5.9,35378
395,Bluegrass Brewing Co. - East St. Matthew's,1143176842,3.5,3,3.5,kmpitz2,Wheatwine,3.5,3.5,Batch 1300,11.3,29227
395,Bluegrass Brewing Co. - East St. Matthew's,1091068782,4,3.5,4,kmpitz2,Smoked Beer,4,4,Smoke Of A Beech Smoked IPA,,18714
395,Bluegrass Brewing Co. - East St. Matthew's,1089748222,4,4,4,SheepNutz,Smoked Beer,5,4,Smoke Of A Beech Smoked IPA,,18714
395,Bluegrass Brewing Co. - East St. Matthew's,1324256661,3,3.5,3,bluejacket74,Schwarzbier,2.5,3.5,Sheltowee GloomSucker Black Ale,5.5,45923
395,Bluegrass Brewing Co. - East St. Matthew's,1304257057,3.5,4,3.5,secondtooth,Schwarzbier,3,3.5,Sheltowee GloomSucker Black Ale,5.5,45923
395,Bluegrass Brewing Co. - East St. Matthew's,1269909265,3.5,4,4,SykDoc,Schwarzbier,3,3.5,Sheltowee GloomSucker Black Ale,5.5,45923
395,Bluegrass Brewing Co. - East St. Matthew's,1262663793,4.5,4,4.5,DavoleBomb,Schwarzbier,3,4.5,Sheltowee GloomSucker Black Ale,5.5,45923
395,Bluegrass Brewing Co. - East St. Matthew's,1253498384,4,3,4,Darugo,Schwarzbier,4,4,Sheltowee GloomSucker Black Ale,5.5,45923
395,Bluegrass Brewing Co. - East St. Matthew's,1245183537,4,3.5,3.5,OldSchoolGamer,Schwarzbier,4,4,Sheltowee GloomSucker Black Ale,5.5,45923
395,Bluegrass Brewing Co. - East St. Matthew's,1244343097,3.5,3.5,3.5,merlin48,Schwarzbier,3,3.5,Sheltowee GloomSucker Black Ale,5.5,45923
395,Bluegrass Brewing Co. - East St. Matthew's,1240754636,4,3,4,chaunur,Schwarzbier,3,3.5,Sheltowee GloomSucker Black Ale,5.5,45923
395,Bluegrass Brewing Co. - East St. Matthew's,1238544834,3.5,3.5,4,wspscott,Schwarzbier,3.5,3,Sheltowee GloomSucker Black Ale,5.5,45923
395,Bluegrass Brewing Co. - East St. Matthew's,1238095397,4,3.5,4,Opethsprite,Schwarzbier,3.5,4,Sheltowee GloomSucker Black Ale,5.5,45923
395,Bluegrass Brewing Co. - East St. Matthew's,1230522332,3.5,4,3.5,Spidey13,Schwarzbier,3.5,3.5,Sheltowee GloomSucker Black Ale,5.5,45923
395,Bluegrass Brewing Co. - East St. Matthew's,1226762321,4,4,3.5,BEERchitect,Schwarzbier,4,4,Sheltowee GloomSucker Black Ale,5.5,45923
395,Bluegrass Brewing Co. - East St. Matthew's,1316997669,4,4,4,mikesgroove,Altbier,4,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1307187960,3,3.5,3.5,Chaney,Altbier,2.5,3,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1303907939,3,3,2.5,dmfrench,Altbier,3,3,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1291836519,4,3.5,3.5,jlandis,Altbier,3.5,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1274752504,3.5,3.5,3.5,tmoneyba,Altbier,3,3,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1252186030,4,3.5,4,jkrich,Altbier,4,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1246123199,4,4,3,taylorhamrick,Altbier,3.5,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1246029994,3.5,3.5,3,Ragingbull,Altbier,3,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1233636260,4,3.5,4,chaunur,Altbier,4,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1229524255,3.5,3.5,3.5,hopdog,Altbier,3,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1220735721,2.5,2.5,3,BeerBelcher,Altbier,2.5,2.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1219451633,4.5,3.5,3.5,allengarvin,Altbier,3.5,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1218646530,3,3.5,4,Domingo,Altbier,3.5,3,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1217362709,3.5,3.5,3,kinger,Altbier,3,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1215823242,3,4,3.5,ckeegan04,Altbier,3.5,3,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1215449623,3.5,4,3,becktone,Altbier,3.5,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1213914367,3.5,3.5,3.5,BDIMike,Altbier,4,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1213732632,3.5,3.5,4,Seanibus,Altbier,3,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1211945067,3.5,3,3,argock,Altbier,3,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1210281543,4.5,4.5,4.5,Gunruner,Altbier,4,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1209342545,4,3,4,Spidey13,Altbier,2.5,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1207006639,4,3.5,4,Slatetank,Altbier,4,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1205098297,3,2.5,3,tmitch75,Altbier,3.5,3,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1202589327,4.5,4,4,Gaverny19,Altbier,4,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1200725675,3,4,3.5,wagenvolks,Altbier,3,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1200364684,3.5,3.5,3,cameraman,Altbier,4,3,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1198975024,3.5,3.5,3.5,JamesS,Altbier,4.5,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1193773971,3.5,3.5,4,kenito799,Altbier,3.5,3,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1193065213,4.5,4,4,kenito799,Altbier,4,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1188866283,3.5,3,3.5,mobyfann,Altbier,4,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1188522659,2,3,2,IPAcraig,Altbier,2.5,3,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1186102835,3,2,3,VegasBeerMan,Altbier,2.5,2,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1182385997,3,2,3.5,Gavage,Altbier,3,3,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1182257324,4,3.5,3.5,BEERchitect,Altbier,4,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1172542938,3.5,3.5,4,MDekker,Altbier,3.5,3,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1171549026,3.5,3,3.5,ndekke39,Altbier,3.5,3,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1166379233,3.5,3,4,mjc410,Altbier,3.5,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1165977352,3.5,3,3.5,beveritt,Altbier,3,3,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1164854462,3,2,3.5,beakerboy,Altbier,3,3,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1163914554,4,4.5,4.5,CaskofFlyingDog,Altbier,4.5,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1161577011,4.5,4,3.5,russpowell,Altbier,4.5,4.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1159731329,5,4,4,BeerAngel,Altbier,4,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1152633965,3,2.5,2.5,Cresant,Altbier,2.5,3,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1152303361,3.5,3,3,BigDaddyWil,Altbier,3.5,3,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1148071226,3,3,4,tke743,Altbier,2.5,2.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1140990250,3,4,3,MaltyGoodness,Altbier,2.5,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1138059316,3,4.5,3,shbobdb,Altbier,2,2.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1137109235,4,4,4,merlin48,Altbier,4,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1136859794,4,4,3.5,ColoradoBobs,Altbier,3.5,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1136439986,4,3.5,3.5,whartontallboy,Altbier,3.5,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1131765445,3.5,3,4,dirtylou,Altbier,3.5,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1131414603,4,3.5,4,warriorsoul,Altbier,4.5,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1130899686,4,4,3.5,Morris729,Altbier,3.5,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1122907831,4,3.5,4,Fish113d,Altbier,3.5,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1121212010,4,4,2.5,yakko,Altbier,4,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1120967395,3,3,3,drunkensailor,Altbier,2,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1118624747,4,4,3.5,LuckySevens82,Altbier,4,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1115410163,3.5,3,3.5,Dithyramb,Altbier,4,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1115088515,4.5,3.5,4,orbitalr0x,Altbier,4,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1113493840,2,2,4,RBorsato,Altbier,2.5,2,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1112836195,4,4,4,WesWes,Altbier,4,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1111007065,3.5,3.5,4,mntlover,Altbier,4,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1160872085,4,3.5,4,kirok1999,American IPA,4,3.5,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1110322376,4,3.5,4,ppoitras,Altbier,4,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1106271139,4,4,3.5,mentor,Altbier,4,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1104535287,2,3,3.5,jdhilt,Altbier,2,2,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1100716619,4,3.5,4.5,alexgash,Altbier,3.5,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1094363189,3.5,3,2.5,clvand0,Altbier,3,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1090029841,4.5,4,4,oracle,Altbier,2,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1088635786,4,3.5,3.5,BuckeyeNation,Altbier,4,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1087949586,4,4,3.5,zerk,Altbier,4,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1087798758,4.5,4,4,feloniousmonk,Altbier,4,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1087589477,4,4,4,bditty187,Altbier,4,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1082334899,4.5,4,4,Mitchster,Altbier,4.5,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1078608434,4.5,4,4,SheepNutz,Altbier,4.5,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1078073349,3.5,3.5,4,WVbeergeek,Altbier,3.5,3,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1073350716,2,4,4,coasterfreak75,Altbier,3,2,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1072482495,4,3.5,3.5,far333,Altbier,4,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1071169610,4,3.5,4.5,tavernjef,Altbier,3.5,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1064860177,4.5,3,4,brewdlyhooked13,Altbier,3,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1060564443,3.5,3,4,hotstuff,Altbier,2.5,3,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1056924921,4,3.5,4,aaronh,Altbier,3.5,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1046103104,4,3.5,4,fattyre,Altbier,3.5,3.5,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1043862548,2.5,3,3.5,Bunnyhop,Altbier,3,3,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1038383711,3.5,3,3,Dogbrick,Altbier,3,3,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,996506774,4,5,4,Brent,Altbier,4,4,Altbier,4.19,1121
395,Bluegrass Brewing Co. - East St. Matthew's,1316970460,4,4,4.5,mikesgroove,American IPA,4.5,4,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1298168874,4,3.5,5,SolomonGrundy,American IPA,4,4,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1281499237,2.5,1.5,2,Reaper16,American IPA,3,2.5,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1275536287,4,3.5,4,RomaniIteDomum,American IPA,3.5,4,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1261437039,2,2,3.5,Onenote81,American IPA,3,2,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1257391467,2.5,3.5,4,barleywinefiend,American IPA,3,3,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1236520326,2,2.5,2,klewis,American IPA,4,1.5,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1229528055,3,2.5,3,hopdog,American IPA,3,3.5,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1229200397,2.5,3.5,4,ckeegan04,American IPA,4,2.5,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1222378259,3.5,3.5,3.5,Dogbrick,American IPA,3.5,3.5,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1210784843,4,4,4.5,Slatetank,American IPA,4,4.5,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1201135465,3.5,3.5,4.5,Bierguy5,American IPA,4,3.5,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1189384013,4,3.5,4,rhoadsrage,American IPA,4,4,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1188768652,4.5,4.5,4.5,blakesell,American IPA,4.5,4.5,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1177196204,3.5,3,4,trep,American IPA,3.5,3,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1171577786,5,4.5,4.5,cabsandking,American IPA,4,4.5,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1171551556,4.5,4,4.5,Cresant,American IPA,4.5,4.5,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1164861264,4,3.5,4,SPLITGRIN,American IPA,4,4.5,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1160494767,5,3.5,5,Onibubba,American IPA,5,4,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1159208837,3,4.5,5,brewdlyhooked13,American IPA,5,3.5,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1153700654,3.5,4.5,3.5,far333,American IPA,4,3.5,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1152064273,1.5,1,4,silenius,American IPA,3.5,1.5,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1149615729,3.5,3.5,4,weeare138,American IPA,3.5,3.5,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1148157015,4,4,4.5,merlin48,American IPA,4.5,4,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1147151655,2,2.5,4.5,Sephiroth,American IPA,2,2,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1284347416,3.5,4.5,4,ejyoung,American Porter,3.5,3.5,RIP - Russian Imperial Porter,11,36167
395,Bluegrass Brewing Co. - East St. Matthew's,1146523316,3,5,5,kdmorse,American IPA,3,3.5,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1144113185,4,4,4.5,BigDaddyWil,American IPA,4,4,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1143470466,4,4,4,Brent,American IPA,4,4,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1143037029,4,4,4.5,clvand0,American IPA,4,4.5,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1130345771,4,4,4,BEERchitect,American IPA,4,4,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1111815617,4.5,4.5,4,kmpitz2,American IPA,4,4.5,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1111458453,4,4.5,4,orbitalr0x,American IPA,4,4,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1111330870,4,4.5,4,SheepNutz,American IPA,4,4.5,Professor Gesser's Mind Numbing Ale,7.2,1589
395,Bluegrass Brewing Co. - East St. Matthew's,1297013215,4,4,4,projectflam86,Old Ale,4.5,4,Old St. Matthews,8,47710
395,Bluegrass Brewing Co. - East St. Matthew's,1235237921,5,4,5,StevenAdkins,Old Ale,4,4.5,Old St. Matthews,8,47710
395,Bluegrass Brewing Co. - East St. Matthew's,1233637391,3.5,4,4,chaunur,Old Ale,4,4,Old St. Matthews,8,47710
395,Bluegrass Brewing Co. - East St. Matthew's,1323498445,3.5,3.5,3.5,Chaney,American Porter,2,3.5,RIP - Russian Imperial Porter,11,36167
395,Bluegrass Brewing Co. - East St. Matthew's,1316970582,4,4.5,4,mikesgroove,American Porter,4.5,4,RIP - Russian Imperial Porter,11,36167
395,Bluegrass Brewing Co. - East St. Matthew's,1313902007,3.5,3.5,4,drpimento,American Porter,3.5,3.5,RIP - Russian Imperial Porter,11,36167
395,Bluegrass Brewing Co. - East St. Matthew's,1304958719,3.5,4.5,3.5,ferrari29,American Porter,3,3.5,RIP - Russian Imperial Porter,11,36167
395,Bluegrass Brewing Co. - East St. Matthew's,1304639426,4,4,3.5,claspada,American Porter,3.5,4,RIP - Russian Imperial Porter,11,36167
395,Bluegrass Brewing Co. - East St. Matthew's,1290406111,3.5,4,4,Gobzilla,American Porter,4,4,RIP - Russian Imperial Porter,11,36167
395,Bluegrass Brewing Co. - East St. Matthew's,1286954053,3.5,3.5,4,JohnGalt1,American Porter,3.5,4,RIP - Russian Imperial Porter,11,36167
395,Bluegrass Brewing Co. - East St. Matthew's,1285468804,3.5,4,3.5,mrandypandy,American Porter,3,3.5,RIP - Russian Imperial Porter,11,36167
395,Bluegrass Brewing Co. - East St. Matthew's,1282877237,4,4,4,Bung,American Porter,4,4,RIP - Russian Imperial Porter,11,36167
395,Bluegrass Brewing Co. - East St. Matthew's,1282361852,3.5,4,4.5,RickS95,American Porter,3.5,4,RIP - Russian Imperial Porter,11,36167
395,Bluegrass Brewing Co. - East St. Matthew's,1276868462,4,4,4,Pabs311,American Porter,3.5,4.5,RIP - Russian Imperial Porter,11,36167
395,Bluegrass Brewing Co. - East St. Matthew's,1276053424,4,4,4,RomaniIteDomum,American Porter,4,4.5,RIP - Russian Imperial Porter,11,36167
395,Bluegrass Brewing Co. - East St. Matthew's,1272471148,3.5,3.5,3.5,gnemesis,American Porter,3,3.5,RIP - Russian Imperial Porter,11,36167
395,Bluegrass Brewing Co. - East St. Matthew's,1265130735,4,4,3.5,manahansf,American Porter,4.5,3.5,RIP - Russian Imperial Porter,11,36167
395,Bluegrass Brewing Co. - East St. Matthew's,1262840631,3.5,3,2.5,russpowell,American Porter,3.5,3.5,RIP - Russian Imperial Porter,11,36167
395,Bluegrass Brewing Co. - East St. Matthew's,1256954735,4,4,4,Dogbrick,American Porter,3.5,4,RIP - Russian Imperial Porter,11,36167
